file,language,index,word,start,end,duration_s
er_will_die_rosen_haben.wav,de,1,er,0.132,0.213,0.08099999999999999
er_will_die_rosen_haben.wav,de,2,will,0.233,0.374,0.141
er_will_die_rosen_haben.wav,de,3,die,0.395,0.496,0.10099999999999998
er_will_die_rosen_haben.wav,de,4,rosen,0.536,0.819,0.2829999999999999
er_will_die_rosen_haben.wav,de,5,haben,0.859,1.061,0.20199999999999996
