file,language,index,word,start,end,duration_s
er_will_die_rosen_haben.wav,de,1,er,0.135,0.218,0.08299999999999999
er_will_die_rosen_haben.wav,de,2,will,0.239,0.384,0.14500000000000002
er_will_die_rosen_haben.wav,de,3,die,0.405,0.508,0.10299999999999998
er_will_die_rosen_haben.wav,de,4,rosen,0.55,0.84,0.2899999999999999
er_will_die_rosen_haben.wav,de,5,haben,0.882,1.089,0.20699999999999996
