file,language,index,word,start,end,duration_s
eine_gelbe_banane.wav,de,1,eine,0.253,0.394,0.14100000000000001
eine_gelbe_banane.wav,de,2,gerbe,0.434,0.696,0.26199999999999996
eine_gelbe_banane.wav,de,3,banana,0.716,1.119,0.403
