file,language,duration_s,n_words,n_syllables,n_phonemes,mean_f0_hz,min_f0_hz,max_f0_hz,f0_std_st,mean_intensity_db,prominent_count,rising_count,falling_count,level_count,alignment_source
eine_gelbe_banane.wav,de,1.484625850340136,3,7,14,204.93848212105948,190.1893721095998,235.55478977444304,3.0049435013893815,71.0753120755724,1,1,1,5,whisperx
