file,language,index,label,syllable_index,word_index,start,end,mid,duration_s,mean_f0_hz,mean_intensity_db,voiced_frames,f1_hz,f2_hz,f3_hz
audio_2026-05-30_19-01-35.wav,en,1,d,1,1,0.273,0.313,0.29300000000000004,0.03999999999999998,,49.70478794941822,0,535.0031251659408,2167.9323763966772,2853.818765852319
audio_2026-05-30_19-01-35.wav,en,2,uː,1,1,0.313,0.353,0.33299999999999996,0.03999999999999998,217.74397415191123,61.45956733210424,8,312.631899335195,2241.52895922401,2360.02778663838
audio_2026-05-30_19-01-35.wav,en,3,j,2,2,0.373,0.423,0.398,0.04999999999999999,219.91206896123072,68.6479394195135,10,349.073924713641,2166.720197627112,2491.9066215809726
audio_2026-05-30_19-01-35.wav,en,4,uː,2,2,0.423,0.473,0.44799999999999995,0.04999999999999999,229.4570199546425,71.3311325609149,10,408.36607141347883,961.9520017563099,2438.6971305446914
audio_2026-05-30_19-01-35.wav,en,5,w,3,3,0.513,0.558,0.5355000000000001,0.04500000000000004,226.25493505612576,68.8652372779331,10,442.4140308770878,1109.0829820227545,2978.7995168029956
audio_2026-05-30_19-01-35.wav,en,6,ɔ,3,3,0.558,0.603,0.5805,0.04499999999999993,219.34229532528303,65.35977950650462,10,570.3988040066906,1259.2763848244301,2536.0921472911805
audio_2026-05-30_19-01-35.wav,en,7,n,3,3,0.603,0.6479999999999999,0.6255,0.04499999999999993,203.80140100167318,59.77044648006677,6,328.6114508838424,1329.2760182369627,2906.8192867132707
audio_2026-05-30_19-01-35.wav,en,8,t,3,3,0.6479999999999999,0.693,0.6704999999999999,0.04500000000000004,,52.576273954513354,0,348.6888632204932,1321.28100349098,2855.332271956108
audio_2026-05-30_19-01-35.wav,en,9,t,4,4,0.793,0.9135,0.8532500000000001,0.12049999999999994,213.9299013210538,55.92524868454528,3,406.7978505678461,2273.6741116407397,3136.0555547711274
audio_2026-05-30_19-01-35.wav,en,10,iː,4,4,0.9135,1.034,0.97375,0.12050000000000005,246.34729684146663,67.41376894953757,10,324.46646166924813,2697.2747423922387,3120.8498307354766
audio_2026-05-30_19-01-35.wav,en,11,ɔːɹ,5,5,1.114,1.234,1.174,0.11999999999999988,128.20292479686495,58.65595361719138,10,459.9507542114427,1341.2462540009813,2262.6413413838054
