file,language,index,label,word_index,start,end,mid,duration_s,mean_f0_hz,min_f0_hz,max_f0_hz,onset_f0_hz,offset_f0_hz,pitch_movement_st,pitch_movement,symbol,symbol_marked,mean_intensity_db,relative_height_st,prominence_score,stress_class,is_prominent,voiced_frames,f1_hz,f2_hz,f3_hz,phones
doreco_port1286_2017_06_30_Jaklin.wav,es,468,que,453,92.473,92.573,92.523,0.09999999999999432,169.67311822189987,162.3487512031796,183.07672344682163,183.07672344682163,162.3487512031796,-2.0802250772948567,falling,\,\,68.10399604813671,-2.3399943444322964,9.14437926365262,SS2,False,8,360.0248916724355,1884.6515580873686,3026.3945763175616,k e
doreco_port1286_2017_06_30_Jaklin.wav,es,469,es,454,92.633,92.693,92.663,0.060000000000002274,174.25587798249575,163.10760080499338,186.80480090328405,163.10760080499338,175.95662229398,1.3127495901432318,rising,/,/,62.833376370317595,-1.878602637428454,7.7046872823843895,SS2,False,10,1081.1373182923865,2259.158697917538,3343.602763650214,e s
doreco_port1286_2017_06_30_Jaklin.wav,es,470,lo,455,92.713,92.753,92.733,0.04000000000000625,,,,,,,unknown,?,?,59.128932411218784,,4.365157296448752,SS2,False,0,1218.7989509487927,2519.38429081507,3655.112414860056,l o
doreco_port1286_2017_06_30_Jaklin.wav,es,471,que,456,92.773,92.913,92.84299999999999,0.14000000000000057,,,,,,,unknown,?,?,57.66207704928816,,4.3064830819715265,SS2,False,0,1209.0859138296341,2453.884272538033,3512.7731668555357,k e
doreco_port1286_2017_06_30_Jaklin.wav,es,472,es,457,92.933,92.973,92.953,0.03999999999999204,,,,,,,unknown,?,?,57.66551755643794,,4.306620702257518,SS2,False,0,1038.4277798200908,2303.6362422241746,3431.278693806769,e s
doreco_port1286_2017_06_30_Jaklin.wav,es,473,lo,458,92.993,93.033,93.013,0.04000000000000625,,,,,,,unknown,?,?,58.517820588752286,,4.340712823550091,SS2,False,0,1118.6829963500427,2285.913537456814,3409.8181169470017,l o
doreco_port1286_2017_06_30_Jaklin.wav,es,474,que,459,93.073,93.153,93.113,0.0800000000000125,185.29311466559528,182.6503925107436,186.9392059801442,182.6503925107436,185.07223848236382,0.22804377420841593,level,–,–,71.37091963483157,-0.8153792221053864,5.898259781707065,SS2,False,9,474.31283029681214,2025.630458281645,3091.6942215792465,k e
doreco_port1286_2017_06_30_Jaklin.wav,es,475,es,460,93.173,93.213,93.193,0.03999999999999204,183.6925745189929,181.51596013471075,188.39047005758547,184.04248741445699,188.39047005758547,0.40424551341535414,level,–,–,68.80069448867461,-0.9655707909780182,6.121844083940356,SS2,False,10,430.9643411491125,1800.0771737113478,2855.139503306205,e s
doreco_port1286_2017_06_30_Jaklin.wav,es,476,lo,461,93.233,93.334,93.2835,0.10099999999999909,189.72731314445653,186.08816178240772,194.64145248818843,194.64145248818843,187.3984487352271,-0.6565197695739527,level,–,–,73.07639972435273,-0.40596188962150814,5.98553764816957,SS2,False,10,494.9406808581234,2335.387354408883,3173.4417547864045,l o
doreco_port1286_2017_06_30_Jaklin.wav,es,477,que,462,93.354,93.434,93.394,0.0799999999999983,189.9599073056941,187.91226966395425,191.29599152818156,188.4205961836843,191.13399668545043,0.24753284262659264,level,–,–,74.84507393284596,-0.3847510107595855,5.626086810700016,SS2,False,10,425.58552738818736,2480.725237538054,3083.9108229988265,k e
doreco_port1286_2017_06_30_Jaklin.wav,es,478,es,463,93.474,93.514,93.494,0.03999999999999204,190.32571279029435,189.80951829736762,190.6145714794769,190.6145714794769,190.5086803641669,-0.009620106259520136,level,–,–,67.82978257107644,-0.35144472347772765,5.074256132580305,SS2,False,8,512.5157981981531,2231.3429285540656,2708.0222850355744,e s
doreco_port1286_2017_06_30_Jaklin.wav,es,479,lo,464,93.534,93.574,93.554,0.03999999999999204,,,,,,,unknown,?,?,61.732588521471406,,4.469303540858856,SS2,False,0,592.2805568009597,2173.8607359257426,2959.8211413542685,l o
doreco_port1286_2017_06_30_Jaklin.wav,es,480,que,465,93.594,93.674,93.634,0.0800000000000125,192.33943682663624,189.27727730312344,200.11231787371185,200.11231787371185,190.07788089765947,-0.8906318096550422,level,–,–,69.67420683454263,-0.16923530085619615,5.846835383892944,SS2,False,7,410.92735743192725,2033.0483422136504,3067.652515171348,k e
doreco_port1286_2017_06_30_Jaklin.wav,es,481,es,466,93.694,93.734,93.714,0.03999999999999204,186.0638937927528,180.87029326545255,188.581436852729,188.1074553123717,180.87029326545255,-0.6792186514947534,level,–,–,73.30952728011553,-0.7435130149215858,6.35511275762096,SS2,False,10,430.5257636009252,1523.10813136314,2580.7821278268907,e s
doreco_port1286_2017_06_30_Jaklin.wav,es,482,lo,467,93.754,93.794,93.774,0.03999999999999204,177.17062835488144,176.60986394649294,178.39659622650228,178.39659622650228,176.72919784208975,-0.16257214301361186,level,–,–,72.55869777989483,-1.5914170829733785,6.656337137182783,SS2,False,10,938.3602064568164,2118.419435386655,3220.626117625439,l o
doreco_port1286_2017_06_30_Jaklin.wav,es,483,que,468,93.874,93.934,93.904,0.060000000000002274,188.3654738179785,178.25944020239137,194.5085343299899,178.25944020239137,192.90483573921816,1.3669299466002522,rising,/,/,73.45061760994096,-0.5306758692791447,6.835630520277036,SS2,False,10,402.75868751407035,1898.9110529214713,2988.8819382481897,k e
doreco_port1286_2017_06_30_Jaklin.wav,es,484,es,469,93.954,94.014,93.984,0.060000000000002274,191.25030040187934,189.8529020740548,193.10541153059742,193.10541153059742,192.0761301275668,-0.09252422869035401,level,–,–,70.18136774117517,-0.267546331971117,5.167325270308478,SS2,False,10,482.94736142592154,1885.3046196642094,3177.1886618565677,e s
doreco_port1286_2017_06_30_Jaklin.wav,es,485,lo,470,94.054,94.154,94.104,0.09999999999999432,194.80030687218965,193.81877311063138,195.78184063374792,193.81877311063138,195.78184063374792,0.1744636932274239,level,–,–,62.044934644327455,0.050860902880088876,4.707121981880611,SS2,False,2,591.0106759189962,1728.408968534913,2883.1912456890595,l o
doreco_port1286_2017_06_30_Jaklin.wav,es,486,que,471,94.194,94.294,94.244,0.09999999999999432,175.38766363290375,170.06476374316065,181.77980941129206,181.77980941129206,170.06476374316065,-1.153292525508106,falling,\,\,69.00946639193725,-1.7665231928211262,7.680194374006723,SS2,False,7,500.6941979507318,1671.6929381832044,2909.6281364028737,k e
